project_id,country,region,customer_utility_company,application,system_power_mw,storage_capacity_mwh,battery_manufacturer_id,cod,unit_price_usd_per_kwh
ESS_764,UK,Europe,Neoen,Renewable Integration,44.5,178.0,LGES,2023-01-01,127.21
ESS_765,China,Asia-Pacific,Enel Green Power,Frequency Regulation,86.3,345.2,CATL,2022-08-01,107.49
ESS_766,UK,Europe,Fluence,Frequency Regulation,12.5,50.0,LGES,2024-12-01,104.46
ESS_767,USA,North America,Florida Power & Light,Peak Shaving,42.2,84.4,LGES,2022-07-01,137.07
ESS_768,UK,Europe,Southern California Edison,Peak Shaving,120.5,241.0,LGES,2021-09-01,137.64
ESS_769,USA,North America,Terra-Gen,Peak Shaving,17.1,68.4,CATL,2024-08-01,79.41
ESS_770,South Korea,Asia-Pacific,Neoen,Peak Shaving,71.8,143.6,LGES,2022-09-01,142.02
ESS_771,UK,Europe,Vistra Energy,Frequency Regulation,38.9,77.8,LGES,2027-07-01,73.36
ESS_772,USA,North America,Terra-Gen,Frequency Regulation,51.9,207.6,LGES,2022-05-01,139.55
ESS_773,South Korea,Asia-Pacific,Enel Green Power,Renewable Integration,87.4,349.6,LGES,2023-05-01,132.83
ESS_774,USA,North America,Duke Energy,Renewable Integration,113.4,226.8,BYD,2024-10-01,78.38
ESS_775,USA,North America,PG&E,Frequency Regulation,70.4,140.8,LGES,2027-05-01,77.65
ESS_776,USA,North America,AES Corporation,Peak Shaving,34.6,138.4,BYD,2021-05-01,106.14
ESS_777,UK,Europe,PG&E,Peak Shaving,50.1,200.4,LGES,2025-06-01,94.87
ESS_778,UK,Europe,KEPCO,Renewable Integration,140.6,281.2,LGES,2024-07-01,104.08
ESS_779,China,Asia-Pacific,Enel Green Power,Peak Shaving,113.5,454.0,CATL,2024-05-01,85.02
ESS_780,South Korea,Asia-Pacific,Enel Green Power,Peak Shaving,106.1,424.4,LGES,2027-10-01,73.54
ESS_781,UK,Europe,AES Corporation,Renewable Integration,103.6,414.4,LGES,2025-06-01,92.58
ESS_782,South Korea,Asia-Pacific,Enel Green Power,Peak Shaving,122.5,245.0,LGES,2027-09-01,76.49
ESS_783,USA,North America,Florida Power & Light,Renewable Integration,54.9,109.8,LGES,2027-09-01,80.89
ESS_784,Germany,Europe,Southern California Edison,Renewable Integration,12.2,24.4,SAMSUNG_SDI,2026-01-01,84.88
ESS_785,Australia,Asia-Pacific,AES Corporation,Renewable Integration,55.5,111.0,SAMSUNG_SDI,2027-11-01,77.34
ESS_786,South Korea,Asia-Pacific,Duke Energy,Renewable Integration,68.3,273.2,LGES,2025-01-01,94.77
ESS_787,South Korea,Asia-Pacific,KEPCO,Frequency Regulation,46.3,92.6,LGES,2024-12-01,109.59
ESS_788,China,Asia-Pacific,Southern California Edison,Frequency Regulation,39.2,78.4,CATL,2027-07-01,57.64
ESS_789,USA,North America,NextEra Energy,Frequency Regulation,127.7,255.4,LGES,2022-11-01,147.18
ESS_790,China,Asia-Pacific,Terra-Gen,Peak Shaving,123.1,246.2,CATL,2025-08-01,71.65
ESS_791,USA,North America,PG&E,Peak Shaving,92.5,370.0,LGES,2023-12-01,134.48
ESS_792,UK,Europe,AES Corporation,Frequency Regulation,146.2,584.8,LGES,2022-09-01,148.84
ESS_793,UK,Europe,Neoen,Peak Shaving,137.9,275.8,LGES,2024-01-01,107.15
ESS_794,USA,North America,NextEra Energy,Peak Shaving,89.0,356.0,LGES,2022-09-01,139.37
ESS_795,USA,North America,NextEra Energy,Renewable Integration,60.5,242.0,LGES,2025-05-01,91.58
ESS_796,UK,Europe,Duke Energy,Renewable Integration,141.9,283.8,LGES,2026-06-01,88.29
ESS_797,USA,North America,Southern California Edison,Frequency Regulation,122.7,245.4,LGES,2023-05-01,128.46
ESS_798,South Korea,Asia-Pacific,AES Corporation,Renewable Integration,137.3,274.6,LGES,2026-06-01,82.26
ESS_799,Australia,Asia-Pacific,NextEra Energy,Renewable Integration,33.1,132.4,SAMSUNG_SDI,2027-04-01,76.48
ESS_800,Australia,Asia-Pacific,NextEra Energy,Renewable Integration,83.0,332.0,SAMSUNG_SDI,2024-09-01,115.69
ESS_801,South Korea,Asia-Pacific,Fluence,Frequency Regulation,10.0,40.0,LGES,2024-08-01,110.16
ESS_802,South Korea,Asia-Pacific,Duke Energy,Peak Shaving,48.0,96.0,LGES,2021-05-01,148.17
ESS_803,USA,North America,Fluence,Renewable Integration,48.5,97.0,LGES,2021-11-01,144.73
ESS_804,South Korea,Asia-Pacific,Florida Power & Light,Frequency Regulation,23.2,46.4,LGES,2025-01-01,91.93
ESS_805,USA,North America,PG&E,Renewable Integration,58.2,232.8,LGES,2024-05-01,111.15
ESS_806,USA,North America,KEPCO,Frequency Regulation,100.0,200.0,LGES,2023-09-01,131.57
ESS_807,USA,North America,AES Corporation,Frequency Regulation,9.2,36.8,BYD,2021-05-01,106.62
ESS_808,Australia,Asia-Pacific,Duke Energy,Frequency Regulation,5.3,10.6,SAMSUNG_SDI,2021-06-01,142.94
ESS_809,USA,North America,KEPCO,Peak Shaving,103.3,206.6,LGES,2026-11-01,81.66
ESS_810,Germany,Europe,KEPCO,Frequency Regulation,27.6,55.2,SAMSUNG_SDI,2025-09-01,94.59
ESS_811,South Korea,Asia-Pacific,Southern California Edison,Peak Shaving,59.2,118.4,LGES,2026-11-01,79.36
ESS_812,USA,North America,PG&E,Peak Shaving,21.8,43.6,LGES,2024-08-01,107.83
ESS_813,South Korea,Asia-Pacific,AES Corporation,Renewable Integration,126.2,252.4,LGES,2021-08-01,142.96
ESS_814,South Korea,Asia-Pacific,PG&E,Renewable Integration,68.6,274.4,LGES,2021-09-01,134.38
ESS_815,USA,North America,Vistra Energy,Frequency Regulation,142.6,570.4,BYD,2025-09-01,71.49
ESS_816,Australia,Asia-Pacific,Duke Energy,Renewable Integration,35.9,143.6,CATL,2022-12-01,106.76
ESS_817,UK,Europe,NextEra Energy,Renewable Integration,58.8,235.2,LGES,2025-04-01,90.8
ESS_818,South Korea,Asia-Pacific,Duke Energy,Frequency Regulation,123.5,494.0,LGES,2021-03-01,131.6
ESS_819,USA,North America,KEPCO,Renewable Integration,43.2,172.8,LGES,2022-12-01,148.36
ESS_820,USA,North America,Duke Energy,Frequency Regulation,29.7,59.4,LGES,2022-04-01,150.69
ESS_821,Australia,Asia-Pacific,AES Corporation,Peak Shaving,23.8,95.2,SAMSUNG_SDI,2021-04-01,139.93
ESS_822,South Korea,Asia-Pacific,Southern California Edison,Frequency Regulation,122.9,245.8,LGES,2023-07-01,134.35
ESS_823,USA,North America,PG&E,Peak Shaving,83.1,332.4,LGES,2022-05-01,143.53
ESS_824,USA,North America,KEPCO,Peak Shaving,128.8,515.2,LGES,2022-01-01,139.7
ESS_825,South Korea,Asia-Pacific,KEPCO,Renewable Integration,25.9,103.6,LGES,2022-07-01,151.32
ESS_826,USA,North America,Fluence,Peak Shaving,109.0,436.0,LGES,2024-07-01,111.59
ESS_827,USA,North America,Southern California Edison,Frequency Regulation,131.8,527.2,LGES,2022-04-01,150.69
ESS_828,UK,Europe,Fluence,Renewable Integration,74.0,296.0,LGES,2026-11-01,85.79
ESS_829,South Korea,Asia-Pacific,Fluence,Renewable Integration,14.2,28.4,LGES,2023-10-01,128.51
ESS_830,Australia,Asia-Pacific,Florida Power & Light,Frequency Regulation,113.3,453.2,CATL,2023-11-01,98.54
ESS_831,Australia,Asia-Pacific,Florida Power & Light,Frequency Regulation,9.5,38.0,SAMSUNG_SDI,2022-03-01,136.44
ESS_832,USA,North America,NextEra Energy,Renewable Integration,54.0,216.0,LGES,2027-09-01,80.0
ESS_833,China,Asia-Pacific,PG&E,Frequency Regulation,86.2,344.8,CATL,2021-12-01,110.45
ESS_834,UK,Europe,Southern California Edison,Frequency Regulation,145.4,581.6,LGES,2026-01-01,85.78
ESS_835,USA,North America,Duke Energy,Frequency Regulation,44.1,176.4,LGES,2025-05-01,100.7
ESS_836,USA,North America,Neoen,Renewable Integration,85.2,170.4,LGES,2023-12-01,127.27
ESS_837,USA,North America,Enel Green Power,Frequency Regulation,22.0,88.0,LGES,2027-05-01,76.67
ESS_838,USA,North America,Enel Green Power,Peak Shaving,69.9,139.8,CATL,2027-01-01,59.52
ESS_839,USA,North America,Fluence,Peak Shaving,67.0,268.0,BYD,2027-10-01,55.55
ESS_840,USA,North America,AES Corporation,Renewable Integration,55.8,111.6,CATL,2026-10-01,64.83
ESS_841,USA,North America,Terra-Gen,Renewable Integration,107.5,430.0,BYD,2025-10-01,75.13
ESS_842,USA,North America,KEPCO,Peak Shaving,147.7,590.8,LGES,2025-05-01,95.19
ESS_843,South Korea,Asia-Pacific,Florida Power & Light,Renewable Integration,10.6,21.2,LGES,2026-12-01,81.43
ESS_844,Australia,Asia-Pacific,Vistra Energy,Peak Shaving,19.1,38.2,SAMSUNG_SDI,2023-07-01,132.8
ESS_845,UK,Europe,Florida Power & Light,Renewable Integration,113.9,227.8,LGES,2024-01-01,115.46
ESS_846,China,Asia-Pacific,Fluence,Frequency Regulation,73.3,293.2,CATL,2026-04-01,66.3
ESS_847,South Korea,Asia-Pacific,AES Corporation,Renewable Integration,116.2,464.8,LGES,2026-04-01,87.26
ESS_848,Australia,Asia-Pacific,AES Corporation,Peak Shaving,98.0,196.0,SAMSUNG_SDI,2023-08-01,125.35
ESS_849,Australia,Asia-Pacific,Vistra Energy,Peak Shaving,72.7,145.4,SAMSUNG_SDI,2024-04-01,105.44
ESS_850,USA,North America,Florida Power & Light,Peak Shaving,80.9,323.6,LGES,2026-02-01,79.18
ESS_851,South Korea,Asia-Pacific,Vistra Energy,Renewable Integration,27.8,55.6,LGES,2027-10-01,76.18
ESS_852,USA,North America,PG&E,Frequency Regulation,118.5,237.0,BYD,2025-04-01,73.4
ESS_853,USA,North America,AES Corporation,Renewable Integration,9.7,19.4,LGES,2024-10-01,108.6
ESS_854,Australia,Asia-Pacific,KEPCO,Renewable Integration,74.8,299.2,SAMSUNG_SDI,2025-02-01,90.82
ESS_855,South Korea,Asia-Pacific,Enel Green Power,Peak Shaving,134.2,536.8,LGES,2027-11-01,76.22
ESS_856,USA,North America,PG&E,Peak Shaving,83.8,167.6,LGES,2025-12-01,90.7
ESS_857,China,Asia-Pacific,Terra-Gen,Peak Shaving,149.1,596.4,CATL,2023-02-01,102.83
ESS_858,Australia,Asia-Pacific,Vistra Energy,Peak Shaving,122.1,244.2,SAMSUNG_SDI,2025-03-01,96.86
ESS_859,USA,North America,Terra-Gen,Peak Shaving,109.1,218.2,LGES,2025-07-01,95.76
ESS_860,USA,North America,Vistra Energy,Renewable Integration,20.6,41.2,LGES,2027-01-01,79.71
ESS_861,South Korea,Asia-Pacific,Terra-Gen,Peak Shaving,89.1,356.4,LGES,2024-06-01,111.94
ESS_862,China,Asia-Pacific,AES Corporation,Renewable Integration,34.5,138.0,CATL,2026-03-01,61.88
ESS_863,USA,North America,Fluence,Peak Shaving,10.2,20.4,CATL,2024-04-01,81.07
ESS_864,UK,Europe,Southern California Edison,Renewable Integration,129.5,518.0,LGES,2026-08-01,81.33
ESS_865,USA,North America,NextEra Energy,Frequency Regulation,145.0,290.0,LGES,2026-03-01,79.68
ESS_866,South Korea,Asia-Pacific,AES Corporation,Renewable Integration,101.3,405.2,LGES,2027-12-01,78.36
ESS_867,USA,North America,KEPCO,Peak Shaving,110.0,220.0,LGES,2027-06-01,77.76
ESS_868,UK,Europe,Neoen,Frequency Regulation,131.5,263.0,LGES,2022-06-01,148.99
ESS_869,USA,North America,PG&E,Renewable Integration,29.2,58.4,LGES,2021-03-01,133.97
ESS_870,USA,North America,KEPCO,Renewable Integration,101.8,203.6,LGES,2024-07-01,105.7
ESS_871,UK,Europe,Terra-Gen,Frequency Regulation,99.1,198.2,LGES,2025-02-01,94.12
ESS_872,Australia,Asia-Pacific,KEPCO,Peak Shaving,6.0,12.0,SAMSUNG_SDI,2025-07-01,99.61
ESS_873,UK,Europe,KEPCO,Peak Shaving,50.1,100.2,LGES,2025-12-01,100.41
ESS_874,USA,North America,Fluence,Peak Shaving,58.2,116.4,LGES,2027-04-01,77.73
ESS_875,USA,North America,NextEra Energy,Renewable Integration,19.0,38.0,LGES,2024-11-01,106.21
ESS_876,South Korea,Asia-Pacific,NextEra Energy,Renewable Integration,61.4,122.8,LGES,2027-11-01,75.64
ESS_877,USA,North America,KEPCO,Renewable Integration,111.6,223.2,LGES,2021-10-01,134.62
ESS_878,Australia,Asia-Pacific,Fluence,Frequency Regulation,146.0,584.0,SAMSUNG_SDI,2022-12-01,147.35
ESS_879,Australia,Asia-Pacific,Terra-Gen,Peak Shaving,53.6,107.2,SAMSUNG_SDI,2025-06-01,91.27
ESS_880,USA,North America,Enel Green Power,Renewable Integration,117.3,469.2,LGES,2025-09-01,99.36
ESS_881,South Korea,Asia-Pacific,Southern California Edison,Peak Shaving,9.3,37.2,LGES,2027-12-01,77.15
ESS_882,USA,North America,Southern California Edison,Peak Shaving,101.4,405.6,LGES,2023-06-01,125.88
ESS_883,South Korea,Asia-Pacific,Neoen,Frequency Regulation,40.0,80.0,LGES,2027-06-01,74.53
ESS_884,USA,North America,Duke Energy,Renewable Integration,126.0,504.0,LGES,2025-05-01,100.75
ESS_885,UK,Europe,KEPCO,Renewable Integration,33.7,134.8,LGES,2026-04-01,80.16
ESS_886,USA,North America,Neoen,Peak Shaving,70.3,140.6,LGES,2024-11-01,114.96
ESS_887,Australia,Asia-Pacific,Vistra Energy,Peak Shaving,123.6,247.2,SAMSUNG_SDI,2022-05-01,152.58
ESS_888,USA,North America,Neoen,Peak Shaving,43.1,172.4,LGES,2021-08-01,140.0
ESS_889,USA,North America,NextEra Energy,Renewable Integration,93.6,374.4,LGES,2025-02-01,95.56
ESS_890,USA,North America,Terra-Gen,Frequency Regulation,27.6,55.2,BYD,2021-05-01,109.85
ESS_891,South Korea,Asia-Pacific,Vistra Energy,Peak Shaving,6.7,13.4,LGES,2023-02-01,129.38
ESS_892,China,Asia-Pacific,Florida Power & Light,Peak Shaving,139.0,556.0,CATL,2021-06-01,110.25
ESS_893,Australia,Asia-Pacific,NextEra Energy,Renewable Integration,114.0,228.0,SAMSUNG_SDI,2024-05-01,112.94
ESS_894,Germany,Europe,Florida Power & Light,Renewable Integration,31.8,127.2,SAMSUNG_SDI,2026-12-01,83.23
ESS_895,Australia,Asia-Pacific,Vistra Energy,Renewable Integration,144.6,289.2,SAMSUNG_SDI,2024-06-01,112.21
ESS_896,USA,North America,Southern California Edison,Frequency Regulation,50.8,101.6,BYD,2022-12-01,111.47
ESS_897,USA,North America,Duke Energy,Renewable Integration,42.7,85.4,LGES,2026-02-01,85.01
ESS_898,USA,North America,KEPCO,Peak Shaving,31.9,63.8,LGES,2027-02-01,81.26
ESS_899,USA,North America,PG&E,Peak Shaving,92.0,368.0,LGES,2025-07-01,100.71
ESS_900,South Korea,Asia-Pacific,Duke Energy,Renewable Integration,146.6,293.2,LGES,2025-08-01,94.11
ESS_901,South Korea,Asia-Pacific,Florida Power & Light,Renewable Integration,112.7,450.8,LGES,2022-02-01,141.77
ESS_902,USA,North America,Fluence,Renewable Integration,88.6,177.2,LGES,2023-12-01,128.93
ESS_903,South Korea,Asia-Pacific,Fluence,Peak Shaving,20.8,41.6,LGES,2023-12-01,122.42
ESS_904,UK,Europe,NextEra Energy,Peak Shaving,110.6,442.4,LGES,2021-05-01,141.64
ESS_905,UK,Europe,PG&E,Peak Shaving,143.9,287.8,LGES,2027-12-01,72.98
ESS_906,USA,North America,Neoen,Frequency Regulation,46.3,185.2,LGES,2026-06-01,85.71
ESS_907,UK,Europe,Enel Green Power,Frequency Regulation,142.0,284.0,LGES,2022-03-01,146.67
ESS_908,Australia,Asia-Pacific,Duke Energy,Frequency Regulation,60.4,241.6,SAMSUNG_SDI,2021-09-01,146.1
ESS_909,UK,Europe,PG&E,Frequency Regulation,141.9,283.8,LGES,2025-07-01,100.03
ESS_910,South Korea,Asia-Pacific,Terra-Gen,Frequency Regulation,46.9,93.8,LGES,2021-03-01,137.85
ESS_911,USA,North America,Terra-Gen,Peak Shaving,103.6,414.4,LGES,2023-02-01,136.18
ESS_912,China,Asia-Pacific,Southern California Edison,Frequency Regulation,117.9,235.8,CATL,2024-05-01,86.04
ESS_913,Australia,Asia-Pacific,Florida Power & Light,Frequency Regulation,19.1,38.2,SAMSUNG_SDI,2022-07-01,148.99
ESS_914,China,Asia-Pacific,Duke Energy,Peak Shaving,145.4,290.8,CATL,2025-02-01,70.61
ESS_915,USA,North America,NextEra Energy,Renewable Integration,147.4,589.6,LGES,2021-09-01,138.73
ESS_916,UK,Europe,Fluence,Frequency Regulation,38.6,77.2,LGES,2025-07-01,89.8
ESS_917,USA,North America,Florida Power & Light,Frequency Regulation,17.2,68.8,BYD,2021-06-01,108.09
ESS_918,UK,Europe,Enel Green Power,Peak Shaving,16.3,32.6,LGES,2022-10-01,135.67
ESS_919,South Korea,Asia-Pacific,NextEra Energy,Frequency Regulation,21.8,43.6,LGES,2025-03-01,93.01
ESS_920,Australia,Asia-Pacific,NextEra Energy,Peak Shaving,70.0,140.0,SAMSUNG_SDI,2023-04-01,129.0
ESS_921,USA,North America,AES Corporation,Renewable Integration,77.1,154.2,LGES,2026-10-01,83.69
ESS_922,China,Asia-Pacific,Neoen,Renewable Integration,78.5,314.0,CATL,2025-07-01,68.25
ESS_923,Australia,Asia-Pacific,Southern California Edison,Renewable Integration,98.1,196.2,SAMSUNG_SDI,2024-11-01,106.6
ESS_924,South Korea,Asia-Pacific,Enel Green Power,Peak Shaving,93.5,374.0,LGES,2021-03-01,137.44
ESS_925,South Korea,Asia-Pacific,Vistra Energy,Peak Shaving,42.5,170.0,LGES,2026-09-01,82.19
ESS_926,USA,North America,Southern California Edison,Peak Shaving,67.4,269.6,LGES,2021-05-01,139.55
ESS_927,South Korea,Asia-Pacific,KEPCO,Peak Shaving,10.1,20.2,LGES,2021-06-01,131.84
ESS_928,USA,North America,Vistra Energy,Peak Shaving,87.2,174.4,BYD,2025-01-01,69.56
ESS_929,South Korea,Asia-Pacific,Duke Energy,Frequency Regulation,8.5,34.0,LGES,2025-04-01,90.43
ESS_930,USA,North America,Duke Energy,Frequency Regulation,73.9,295.6,BYD,2025-01-01,71.93
ESS_931,South Korea,Asia-Pacific,Florida Power & Light,Frequency Regulation,81.2,162.4,LGES,2026-09-01,83.31
ESS_932,USA,North America,Terra-Gen,Renewable Integration,55.9,223.6,LGES,2025-01-01,97.91
ESS_933,USA,North America,AES Corporation,Frequency Regulation,20.0,40.0,LGES,2022-12-01,144.49
ESS_934,USA,North America,Duke Energy,Peak Shaving,57.0,114.0,LGES,2021-09-01,140.45
ESS_935,UK,Europe,Duke Energy,Frequency Regulation,120.0,480.0,LGES,2025-08-01,94.84
ESS_936,Germany,Europe,Florida Power & Light,Frequency Regulation,35.0,140.0,SAMSUNG_SDI,2026-05-01,86.8
ESS_937,UK,Europe,Enel Green Power,Peak Shaving,64.2,256.8,LGES,2023-03-01,136.1
ESS_938,Australia,Asia-Pacific,Duke Energy,Peak Shaving,130.7,522.8,SAMSUNG_SDI,2021-04-01,142.92
ESS_939,UK,Europe,Enel Green Power,Frequency Regulation,75.7,302.8,LGES,2025-01-01,100.89
ESS_940,China,Asia-Pacific,Fluence,Renewable Integration,61.1,122.2,CATL,2026-10-01,63.28
ESS_941,Australia,Asia-Pacific,Vistra Energy,Renewable Integration,137.9,551.6,SAMSUNG_SDI,2024-09-01,103.53
ESS_942,South Korea,Asia-Pacific,AES Corporation,Renewable Integration,63.1,126.2,LGES,2021-04-01,143.34
ESS_943,USA,North America,Vistra Energy,Peak Shaving,79.5,159.0,LGES,2022-02-01,149.55
ESS_944,South Korea,Asia-Pacific,Florida Power & Light,Frequency Regulation,125.2,250.4,LGES,2026-08-01,79.96
ESS_945,Australia,Asia-Pacific,Fluence,Frequency Regulation,146.6,293.2,SAMSUNG_SDI,2021-07-01,140.99
ESS_946,USA,North America,Neoen,Frequency Regulation,92.6,185.2,BYD,2023-10-01,93.95
ESS_947,Australia,Asia-Pacific,PG&E,Peak Shaving,90.5,362.0,SAMSUNG_SDI,2024-10-01,111.69
ESS_948,UK,Europe,Terra-Gen,Renewable Integration,44.1,176.4,LGES,2023-08-01,127.03
ESS_949,South Korea,Asia-Pacific,Vistra Energy,Renewable Integration,68.9,275.6,LGES,2025-08-01,100.12
ESS_950,Germany,Europe,PG&E,Frequency Regulation,149.3,597.2,SAMSUNG_SDI,2022-12-01,147.56
ESS_951,Australia,Asia-Pacific,Neoen,Renewable Integration,118.5,237.0,SAMSUNG_SDI,2024-01-01,112.72
ESS_952,UK,Europe,Terra-Gen,Peak Shaving,13.3,26.6,LGES,2024-06-01,108.59
ESS_953,USA,North America,NextEra Energy,Renewable Integration,127.6,255.2,LGES,2023-05-01,130.5
ESS_954,USA,North America,AES Corporation,Frequency Regulation,142.1,284.2,LGES,2025-06-01,91.66
ESS_955,Australia,Asia-Pacific,KEPCO,Peak Shaving,11.7,46.8,SAMSUNG_SDI,2027-09-01,80.2
ESS_956,South Korea,Asia-Pacific,AES Corporation,Frequency Regulation,11.4,22.8,LGES,2022-06-01,144.45
ESS_957,Australia,Asia-Pacific,NextEra Energy,Frequency Regulation,55.0,110.0,CATL,2027-09-01,61.07
ESS_958,South Korea,Asia-Pacific,Terra-Gen,Peak Shaving,58.4,116.8,LGES,2024-04-01,110.04
ESS_959,USA,North America,Vistra Energy,Frequency Regulation,51.6,103.2,LGES,2023-01-01,128.76
ESS_960,China,Asia-Pacific,Southern California Edison,Peak Shaving,76.7,153.4,CATL,2024-03-01,84.76
ESS_961,USA,North America,Vistra Energy,Peak Shaving,15.9,63.6,LGES,2027-03-01,80.99
ESS_962,Germany,Europe,NextEra Energy,Frequency Regulation,93.4,373.6,SAMSUNG_SDI,2027-01-01,76.83
ESS_963,Australia,Asia-Pacific,Florida Power & Light,Renewable Integration,9.4,18.8,SAMSUNG_SDI,2022-08-01,142.35
ESS_964,USA,North America,Duke Energy,Frequency Regulation,98.2,196.4,BYD,2021-06-01,101.17
ESS_965,China,Asia-Pacific,KEPCO,Frequency Regulation,35.4,70.8,CATL,2026-12-01,59.84
ESS_966,UK,Europe,Enel Green Power,Peak Shaving,141.2,282.4,LGES,2021-12-01,146.29
ESS_967,China,Asia-Pacific,KEPCO,Frequency Regulation,19.9,39.8,CATL,2025-07-01,70.58
ESS_968,Australia,Asia-Pacific,KEPCO,Peak Shaving,138.1,276.2,SAMSUNG_SDI,2025-05-01,94.11
ESS_969,UK,Europe,KEPCO,Renewable Integration,116.0,232.0,LGES,2027-11-01,73.61
ESS_970,USA,North America,Florida Power & Light,Peak Shaving,103.9,415.6,LGES,2022-07-01,146.97
ESS_971,UK,Europe,Enel Green Power,Frequency Regulation,122.8,245.6,LGES,2021-01-01,132.76
ESS_972,USA,North America,Fluence,Renewable Integration,132.2,264.4,LGES,2024-11-01,110.4
ESS_973,Australia,Asia-Pacific,Neoen,Frequency Regulation,67.5,270.0,SAMSUNG_SDI,2027-10-01,77.57
ESS_974,USA,North America,AES Corporation,Renewable Integration,32.5,130.0,LGES,2027-01-01,80.67
ESS_975,UK,Europe,Southern California Edison,Renewable Integration,63.8,127.6,LGES,2021-01-01,141.07
ESS_976,UK,Europe,Enel Green Power,Renewable Integration,48.1,96.2,LGES,2023-08-01,137.23
ESS_977,Australia,Asia-Pacific,Neoen,Frequency Regulation,94.0,188.0,SAMSUNG_SDI,2023-12-01,131.92
ESS_978,USA,North America,Enel Green Power,Peak Shaving,147.6,590.4,LGES,2023-01-01,137.83
ESS_979,USA,North America,Enel Green Power,Renewable Integration,118.0,472.0,LGES,2024-06-01,114.21
ESS_980,UK,Europe,PG&E,Frequency Regulation,23.3,46.6,LGES,2026-02-01,88.3
ESS_981,UK,Europe,Neoen,Frequency Regulation,119.3,238.6,LGES,2021-03-01,144.58
ESS_982,UK,Europe,AES Corporation,Peak Shaving,77.5,155.0,LGES,2026-11-01,79.8
ESS_983,USA,North America,Fluence,Peak Shaving,83.7,334.8,LGES,2024-08-01,111.11
ESS_984,Australia,Asia-Pacific,Terra-Gen,Renewable Integration,81.3,162.6,SAMSUNG_SDI,2026-12-01,81.14
ESS_985,South Korea,Asia-Pacific,NextEra Energy,Peak Shaving,56.0,112.0,LGES,2023-11-01,122.89
ESS_986,South Korea,Asia-Pacific,Florida Power & Light,Renewable Integration,64.1,256.4,LGES,2022-09-01,150.48
ESS_987,Australia,Asia-Pacific,PG&E,Renewable Integration,134.6,538.4,SAMSUNG_SDI,2023-06-01,136.76
ESS_988,Australia,Asia-Pacific,Florida Power & Light,Peak Shaving,146.7,293.4,SAMSUNG_SDI,2025-08-01,90.59
ESS_989,UK,Europe,Terra-Gen,Renewable Integration,146.5,586.0,LGES,2026-03-01,81.09
ESS_990,China,Asia-Pacific,NextEra Energy,Renewable Integration,145.0,580.0,CATL,2022-03-01,111.64
ESS_991,South Korea,Asia-Pacific,AES Corporation,Renewable Integration,130.7,261.4,LGES,2025-09-01,90.14
ESS_992,UK,Europe,AES Corporation,Peak Shaving,5.5,11.0,LGES,2021-05-01,146.57
ESS_993,USA,North America,Southern California Edison,Peak Shaving,77.4,309.6,LGES,2025-10-01,93.73
ESS_994,South Korea,Asia-Pacific,Southern California Edison,Peak Shaving,64.2,256.8,LGES,2023-04-01,134.45
ESS_995,USA,North America,Neoen,Peak Shaving,144.7,578.8,BYD,2024-05-01,80.18
ESS_996,UK,Europe,Terra-Gen,Frequency Regulation,33.3,133.2,LGES,2024-11-01,104.33
ESS_997,South Korea,Asia-Pacific,AES Corporation,Renewable Integration,141.0,282.0,LGES,2023-09-01,130.05
ESS_998,UK,Europe,Neoen,Peak Shaving,16.1,32.2,LGES,2027-12-01,81.54
ESS_999,Australia,Asia-Pacific,Florida Power & Light,Renewable Integration,145.0,580.0,SAMSUNG_SDI,2025-12-01,90.11
ESS_1000,Australia,Asia-Pacific,Neoen,Renewable Integration,23.4,46.8,CATL,2023-12-01,99.38
ESS_1001,USA,North America,NextEra Energy,Renewable Integration,106.4,212.8,LGES,2023-04-01,137.6
ESS_1002,South Korea,Asia-Pacific,KEPCO,Renewable Integration,112.7,450.8,LGES,2021-01-01,144.2
ESS_1003,South Korea,Asia-Pacific,KEPCO,Frequency Regulation,72.6,145.2,LGES,2026-05-01,84.7
ESS_1004,South Korea,Asia-Pacific,KEPCO,Frequency Regulation,75.0,150.0,LGES,2027-12-01,78.5
ESS_1005,USA,North America,Florida Power & Light,Renewable Integration,13.9,55.6,LGES,2023-08-01,125.78
ESS_1006,USA,North America,Florida Power & Light,Renewable Integration,107.7,215.4,CATL,2025-05-01,71.52
ESS_1007,South Korea,Asia-Pacific,NextEra Energy,Peak Shaving,55.0,220.0,LGES,2024-04-01,113.36
ESS_1008,USA,North America,KEPCO,Peak Shaving,75.7,151.4,LGES,2024-02-01,103.57
ESS_1009,UK,Europe,KEPCO,Frequency Regulation,88.6,177.2,LGES,2024-05-01,113.76
ESS_1010,UK,Europe,AES Corporation,Renewable Integration,148.9,595.6,LGES,2026-12-01,82.73
ESS_1011,Australia,Asia-Pacific,Fluence,Peak Shaving,91.5,183.0,SAMSUNG_SDI,2027-10-01,73.67
ESS_1012,UK,Europe,Terra-Gen,Peak Shaving,34.0,136.0,LGES,2022-12-01,147.53
ESS_1013,UK,Europe,Vistra Energy,Frequency Regulation,129.7,518.8,LGES,2026-01-01,88.51
ESS_1014,South Korea,Asia-Pacific,PG&E,Peak Shaving,103.8,207.6,LGES,2026-02-01,82.4
ESS_1015,USA,North America,KEPCO,Renewable Integration,133.0,532.0,LGES,2021-01-01,146.12
